State Name,State area   ( Km^2),Year,State Population,Total Water Storage in Reservoirs(mcm),Groundwater Level(mbgl),Total Water Demand(BCM),Rain Water(mm),Population Density(per Km^2),Water Stress Index
Andaman & Nicobar (UT),8249,2020,422460.1667,86.62,4.32,0.29,2842.9,51.21350063,0.03027288785
Andaman & Nicobar (UT),8249,2019,416997.6667,93.21,4.78,0.28,3086,50.55129915,0.02914436979
Andaman & Nicobar (UT),8249,2018,411535.1667,86.48,4.89,0.28,2888.1,49.88909767,0.02883284937
Andaman & Nicobar (UT),8249,2017,406072.6667,83.55,5.2,0.27,2757.24,49.22689619,0.02714613702
Andaman & Nicobar (UT),8249,2016,400610.1667,82.66,4.36,0.27,2866.38,48.56469471,0.02628803224
Andaman & Nicobar (UT),8249,2015,395147.6667,81.16,4.59,0.26,3555.52,47.90249323,0.02509530761
Andaman & Nicobar (UT),8249,2014,391506,85.17,4.23,0.26,2344.66,47.46102558,0.02466913196
Andaman & Nicobar (UT),8249,2013,380581,76.31,3.65,0.25,2333.8,46.13662262,0.02276988136
Andaman & Nicobar (UT),8249,2012,380581,88.19,4.95,0.25,2222.94,46.13662262,0.02342697114
Andaman & Nicobar (UT),8249,2011,380581,85.41,4.8,0.24,2313.898182,46.13662262,0.02241521633
Andaman & Nicobar (UT),8249,2010,380581,76.44,4.6,0.24,2220.310909,46.13662262,0.02231652212
Chandigarh (UT),114,2023,1175819.333,155,23.21,0.55,534.91,10314.20468,9.37597368
Chandigarh (UT),114,2022,1163367.333,142,21.43,0.54,623.6,10204.97661,7.64950604
Chandigarh (UT),114,2021,1150915.333,138,18.59,0.53,742.4,10095.74854,5.58772394
Chandigarh (UT),114,2020,1138463.333,138,21.85,0.52,1046.5,9986.520468,6.87988559
Chandigarh (UT),114,2019,1126011.333,145,12.79,0.51,938.7,9877.292398,2.38750899
Chandigarh (UT),114,2018,1113559.333,152,17.77,0.5,1126.5,9768.064327,3.86594704
Chandigarh (UT),114,2017,1101107.333,134,20.79,0.49,1256.17,9658.836257,5.97843614
Chandigarh (UT),114,2016,1088655.333,128,16.81,0.48,1376.38,9549.608187,3.61962545
Chandigarh (UT),114,2015,1080354,124,17.89,0.47,1596.59,9476.789474,3.67920404
Chandigarh (UT),114,2014,1055450,120,13.59,0.46,1616.8,9258.333333,1.53491314
Chandigarh (UT),114,2013,1055450,141,22.52,0.45,737.01,9258.333333,4.95135524
Chandigarh (UT),114,2012,1055450,137,19.62,0.44,1257.22,9258.333333,3.22340715
Chandigarh (UT),114,2011,1055450,131,14.36,0.43,1470.157273,9258.333333,1.01562894
Chandigarh (UT),114,2010,1055450,148,11.96,0.42,1528.549091,9258.333333,1.01562894
Dadra & Nagar Haveli (UT),491,2023,686813,371,11.36,0.45,2057.3,1398.804481,1.490581413
Dadra & Nagar Haveli (UT),491,2022,658221,357,12.0,0.44,2057.3,1340.572301,1.420306998
Dadra & Nagar Haveli (UT),491,2021,629629,336,11.94,0.43,2057.3,1282.340122,1.32564078
Dadra & Nagar Haveli (UT),491,2020,601037,325,12.33,0.43,2057.3,1224.107943,1.278542783
Dadra & Nagar Haveli (UT),491,2019,572445,311,11.62,0.42,2057.3,1165.875764,1.167400183
Dadra & Nagar Haveli (UT),491,2018,543853,347,15.61,0.41,2057.3,1107.643585,1.208292671
Dadra & Nagar Haveli (UT),491,2017,515261,300,12.32,0.4,3050.7,1049.411405,1.019309709
Dadra & Nagar Haveli (UT),491,2016,486669,336,10.5,0.39,2732.4,991.1792261,0.8954391849
Dadra & Nagar Haveli (UT),491,2015,458077,311,10.62,0.38,1667.4,932.9470468,0.8237452751
Dadra & Nagar Haveli (UT),491,2014,429485,258,9.4,0.37,2077.5,874.7148676,0.7294011634
Dadra & Nagar Haveli (UT),491,2013,400893,290,9.66,0.36,1928,816.4826884,0.6667135643
Dadra & Nagar Haveli (UT),491,2012,372301,325,9.5,0.35,1778.5,758.2505092,0.6462048464
Dadra & Nagar Haveli (UT),491,2011,343709,276,9.23,0.34,1628.946667,700.0183299,0.5756968351
Dadra & Nagar Haveli (UT),491,2010,343709,300,10.11,0.33,1479.415152,700.0183299,0.5710929114
Daman & Diu (UT),112,2023,361234,639,7.88,0.44,2457.749091,3225.303571,3.32256108
Daman & Diu (UT),112,2022,"351,432",608,7.25,0.43,2098,3137.785714,3.112416632
Daman & Diu (UT),112,2021,341630,593,6.56,0.43,2212.8,3050.267857,2.977542228
Daman & Diu (UT),112,2020,"331,828",566,5.84,0.42,1721.7,2962.75,2.778828548
Daman & Diu (UT),112,2019,322026,541,8.36,0.41,2270.3,2875.232143,2.791809755
Daman & Diu (UT),112,2018,"312,224",538,6.24,0.4,1367.2,2787.714286,2.512932553
Daman & Diu (UT),112,2017,302422,522,5.89,0.39,2013.1,2700.196429,2.354325786
Daman & Diu (UT),112,2016,"292,620",572,6.22,0.38,1858,2612.678571,2.236345182
Daman & Diu (UT),112,2015,282818,533,6.98,0.37,637.1,2525.160714,2.141792388
Daman & Diu (UT),112,2014,"273,016",452,5.3,0.36,1052.6,2437.642857,1.936057871
Daman & Diu (UT),112,2013,263214,498,4.21,0.35,884.3,2350.125,1.771509426
Daman & Diu (UT),112,2012,"253,412",551,5.94,0.34,716,2262.607143,2.189438674
Daman & Diu (UT),112,2011,243610,466,5.2,0.33,602.4509091,2175.089286,2.009108978
Daman & Diu (UT),112,2010,243610,513,5.63,0.33,447.8427273,2175.089286,2.028586383
Jammu & Kashmir(UT),42241,2023,16641985,"2,730",13.25,10.5,905.0618182,393.9770602,14.11519368
Jammu & Kashmir(UT),42241,2022,16277404,"3,000",9.87,10.4,1040.4,385.3460856,12.52271526
Jammu & Kashmir(UT),42241,2021,15912823,"2,890",4.22,10.3,894.7,376.7151109,10.62822961
Jammu & Kashmir(UT),42241,2020,15548242,"2,740",4.76,10.2,1016.3,368.0841363,10.40662549
Jammu & Kashmir(UT),42241,2019,15183661,2580,4.11,10.1,1324.1,359.4531616,9.920377815
Jammu & Kashmir(UT),42241,2018,14819080,2740,3.76,10.0,1040.6,350.822187,9.513810411
Jammu & Kashmir(UT),42241,2017,14454499,"2,430",4.68,9.9,1278.9,342.1912123,9.373398437
Jammu & Kashmir(UT),42241,2016,14089918,"2,610",4.76,9.8,902.8,333.5602377,9.060750429
Jammu & Kashmir(UT),42241,2015,13725337,"2,410",4.31,9.7,1572.6,324.929263,8.650070847
Jammu & Kashmir(UT),42241,2014,13360756,"2,010",4.34,9.6,1362.5,316.2982884,8.339012934
Jammu & Kashmir(UT),42241,2013,12996175,"2,728",4.29,9.5,1413.3,307.6673137,8.018171568
Jammu & Kashmir(UT),42241,2012,12631594,"2,500",4.83,9.4,1464.2,299.0363391,8.308723082
Jammu & Kashmir(UT),42241,2011,12267013,"2,080",5.05,9.3,1515.010909,290.4053645,8.022133905
Jammu & Kashmir(UT),42241,2010,12267013,"2,360",5.3,9.2,1565.84,290.4053645,7.980247573
Lakshadweep (UT),32,2023,"70,965",11.5,6.0,0.06,,2217.65625,0.4037751511
Lakshadweep (UT),32,2022,"70,424",11.2,6.0,0.06,2095.9,2200.75,0.4006778949
Lakshadweep (UT),32,2021,"69,883",11,6.0,0.06,1898.7,2183.84375,0.3976016531
Lakshadweep (UT),32,2020,"69,342",10.5,6.0,0.05,1884.7,2166.9375,0.3287697843
Lakshadweep (UT),32,2019,"68,801",9.8,6.0,0.05,2143,2150.03125,0.3262028374
Lakshadweep (UT),32,2018,"68,260",10.2,6.0,0.05,1438.2,2133.125,0.3236430043
Lakshadweep (UT),32,2017,"67,719",8.8,6.0,0.05,1738.9,2116.21875,0.3210757521
Lakshadweep (UT),32,2016,"67,178",9.5,6.0,0.05,1065.7,2099.3125,0.3185155846
Lakshadweep (UT),32,2015,"66,637",9,6.0,0.05,1640,2082.40625,0.3159463811
Lakshadweep (UT),32,2014,"66,096",7.5,6.0,0.05,1395,2065.5,0.3133830797
Lakshadweep (UT),32,2013,"65,555",8.2,6.0,0.05,1426.3,2048.59375,0.310817798
Lakshadweep (UT),32,2012,"65,014",9.2,6.0,0.05,1433.2,2031.6875,0.9530420077
Lakshadweep (UT),32,2011,"64,473",7.8,6.0,0.04,1211.743636,2014.78125,0.7560929849
Lakshadweep (UT),32,2010,"64,473",8.5,6.0,0.04,1138.555455,2014.78125,0.7560942423
Puducherry (UT),294,2023,"834,429",87.39,17.59,0.91,1614.805455,2838.193878,3.289536533
Puducherry (UT),294,2022,"819,084",121.41,19.89,0.91,1131,2786.0,3.475740595
Puducherry (UT),294,2021,"803,739",64.27,10.21,0.9,2275.5,2733.806122,2.55248611
Puducherry (UT),294,2020,"788,394",111.93,12.33,0.9,1693.9,2681.612245,2.644693027
Puducherry (UT),294,2019,"773,049",142.11,11.94,0.89,1317,2629.418367,2.538153071
Puducherry (UT),294,2018,"757,704",104.81,12.42,0.89,1142.1,2577.22449,2.519557145
Puducherry (UT),294,2017,"742,359",123.91,2.42,0.88,1582.5,2525.030612,1.927801751
Puducherry (UT),294,2016,"727,014",143.29,12.39,0.88,655.6,2472.836735,2.388466389
Puducherry (UT),294,2015,"711,669",123.71,10.71,0.87,1980.6,2420.642857,2.212574881
Puducherry (UT),294,2014,"696,324",141.89,17.21,0.87,1330,2368.44898,2.594037035
Puducherry (UT),294,2013,"680,979",134.41,8.96,0.86,1298.1,2316.255102,2.003621477
Puducherry (UT),294,2012,"665,634",139.41,3.17,0.86,1266.4,2264.061224,0.2525667278
Puducherry (UT),294,2011,"650,289",134.91,4.65,0.85,1234.776364,2211.867347,0.2518339681
Puducherry (UT),294,2010,"650,289",129.11,2.48,0.85,1203.107273,2211.867347,0.2403344333
